id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
16961126,Classic Room in Vintage Loft,16300594,Ari,Brooklyn,Williamsburg,40.71586,-73.95395,Private room,50,3,10,2020-02-13,0.27,3,0
34995534,True Classic Brooklyn Artist Loft +360 Roof Deck R,18260299,Ota,Brooklyn,Bushwick,40.69457,-73.90753000000001,Private room,75,1,9,2020-02-13,1.13,9,9
3867293,True Classic Brooklyn Artist Loft +360 Roof Deck B,18260299,Ota,Brooklyn,Bushwick,40.693490000000004,-73.90726,Private room,90,1,5,2020-02-13,0.09,9,10
35798611,Recording Studio Overnight Stays. Downton Bklyn,37424221,Trevor,Brooklyn,Downtown Brooklyn,40.69677,-73.98155,Private room,100,2,5,2020-02-13,1.19,1,365
39339881,Holiday Bungaloft with roof in heart of Brooklyn,44703803,Alessandra,Brooklyn,Bushwick,40.70097,-73.92283,Private room,95,1,2,2020-02-13,1.5,1,0
39351566,Private Room in Cozy Bushwick Apartment,55890413,Elena,Brooklyn,Bushwick,40.691990000000004,-73.92371999999999,Private room,38,2,2,2020-02-13,0.82,1,15
41381901,2BlocksS IndustryCity. 2Minutes trains. Maimonides,325391764,Ramon,Brooklyn,Sunset Park,40.654540000000004,-74.00445,Private room,35,1,2,2020-02-13,1.67,4,132
41401667,D&A Bushwick Spacious Bedroom # 7,306349662,Ridgewood,Queens,Ridgewood,40.70983,-73.89844000000001,Private room,55,1,2,2020-02-13,1.58,7,360
35448514,Nice private room. Central Park. Near subway2,266726110,Sergii,Manhattan,Harlem,40.80485,-73.9581,Private room,88,30,1,2020-02-13,1.0,7,365
36021063,* Great  bedroom * with private bathroom,4089511,Marie,Manhattan,Harlem,40.81535,-73.94534,Private room,120,30,1,2020-02-13,1.0,3,98
30031,NYC artists’ loft with roof deck,129352,Sol,Brooklyn,Greenpoint,40.73494,-73.9503,Private room,50,3,196,2020-02-12,1.75,1,6
9281747,TIMES SQ BLCK AWAY w/ SUNNY BDRM. NO INSTANT BOOKN,11526455,Joey,Manhattan,Hell's Kitchen,40.760459999999995,-73.9901,Private room,135,2,145,2020-02-12,2.78,1,101
2030736,Room B,10384906,Susan,Brooklyn,Sunset Park,40.64532,-74.02063000000001,Private room,150,1,128,2020-02-12,1.74,5,136
23811416,★Minimalist Spacious Bright sunny room in Midtown★,4427689,Nour,Manhattan,Hell's Kitchen,40.76553,-73.98984,Private room,129,3,127,2020-02-12,5.26,2,0
8712309,Large and cosy room with private en suite bathroom,22577148,Diana,Brooklyn,Bedford-Stuyvesant,40.69473,-73.93437,Private room,85,3,107,2020-02-12,1.99,4,59
15890547,Nice bedroom in lovely Greenpoint,19818873,Aline,Brooklyn,Greenpoint,40.72311,-73.9411,Private room,89,1,105,2020-02-12,2.62,1,178
24121885,Cozy Private Bedroom Upper East Side,81013659,Milena,Manhattan,Upper East Side,40.7676,-73.95488,Private room,80,30,86,2020-02-12,3.64,2,313
28464119,Private Room 2,31770868,Tae,Manhattan,Theater District,40.76102,-73.98676999999999,Private room,100,2,85,2020-02-12,4.67,2,166
10104123,East Village Bedroom w/Roof Deck,51850937,Joe,Manhattan,East Village,40.73061,-73.98335,Private room,100,1,76,2020-02-12,1.49,3,0
14499377,Adrian's Place: Cozy 1br mins from JFK w/ 55' TV,89526812,Adrian,Queens,St. Albans,40.69654,-73.74893,Private room,68,2,74,2020-02-12,2.1,1,77
22545206,Cozy affordable room #2,20120009,Jannices,Brooklyn,Bushwick,40.68741,-73.9066,Private room,38,7,70,2020-02-12,2.64,8,8
33428580,Sunny Cozy Economic Garden Bedroom 4GR,17555570,Yan,Brooklyn,Crown Heights,40.668890000000005,-73.92376,Private room,50,1,66,2020-02-12,5.71,12,83
26884320,Charming Room with 2 Beds+ Laundry in Williamsburg,141204556,Aaron & Ivy,Brooklyn,Williamsburg,40.7109,-73.96478,Private room,109,2,64,2020-02-12,3.22,3,359
32801214,TW #6 Private Suite 2nd Fl.  1 to 4 Guests,211136294,Sharon & Erika,Bronx,Schuylerville,40.8356,-73.83369,Private room,150,1,64,2020-02-12,5.71,5,256
26000019,1Bedroom 15min Train ride to the Heart of NEW YORK,195419830,Brígida,Manhattan,Washington Heights,40.837990000000005,-73.94036,Private room,50,2,63,2020-02-12,3.01,1,179
24412104,Cozy feel at home (female only)share studio,91034542,Maureen,Manhattan,Kips Bay,40.74408,-73.97803,Private room,10,3,59,2020-02-12,2.57,1,22
846799,Strawberry B&B - An artist's dream loft,4421935,Maddy,Brooklyn,Bushwick,40.7077,-73.92211999999999,Private room,69,4,54,2020-02-12,0.64,1,179
17853353,Private Room Near Bronx Zoo and NYBG!,48106825,Julia,Bronx,Pelham Gardens,40.86437,-73.8485,Private room,47,2,51,2020-02-12,1.52,2,352
26926704,Beautiful Bedroom & Bathroom in Brooklyn Oasis,23542079,Teres,Brooklyn,East Flatbush,40.6442,-73.93266,Private room,45,3,51,2020-02-12,2.56,2,43
34369607,Lovely and affordable place in the Bronx,178924110,Roukayatou,Bronx,Hunts Point,40.81415,-73.88671,Private room,36,1,47,2020-02-12,4.48,2,1
34369689,Pat's Place2,256743247,Patricia,Queens,Bayside,40.7712,-73.78189,Private room,32,5,44,2020-02-12,4.62,2,342
3191678,Private Room in Riverdale NY,9122601,Yan,Bronx,Fieldston,40.896029999999996,-73.89958,Private room,75,5,41,2020-02-12,0.68,1,358
14838808,Private Bed/Bath in SOHO Townhouse +Office/Deck!!!,43599290,Scott,Manhattan,SoHo,40.72198,-74.00296,Private room,129,2,41,2020-02-12,0.97,2,237
32637552,Inspired Room with 2 Beds+ Laundry in Williamsburg,223715460,Simon And Julian,Brooklyn,Williamsburg,40.71102,-73.96699,Private room,109,2,35,2020-02-12,2.78,3,362
32611115,Great Private Room+ Sleeps 3+ in House Laundry,141204556,Aaron & Ivy,Brooklyn,Williamsburg,40.70926,-73.96656999999999,Private room,109,2,34,2020-02-12,2.68,3,349
15108887,Purple room,40317143,Zsofia,Queens,Maspeth,40.72082,-73.90477,Private room,26,1,32,2020-02-12,0.76,6,316
31411380,Bright Sunny Manhattan Room in Shared apartment,34399492,Charles,Manhattan,Harlem,40.8166,-73.9407,Private room,80,3,30,2020-02-12,2.48,1,51
36113697,Contemporary bedroom in a cozy sunny home,101771985,Yudis,Manhattan,Harlem,40.80624,-73.9502,Private room,90,2,26,2020-02-12,3.01,4,169
36700552,Huge BR with king-size massage bed & easy parking!,194602163,Omar,Bronx,Williamsbridge,40.87677,-73.86424,Private room,80,1,26,2020-02-12,3.38,2,360
22794168,Sunny park-view room in Harlem brownstone,8637211,Judie And Steven,Manhattan,Harlem,40.81899,-73.94714,Private room,49,30,23,2020-02-12,1.03,5,343
31085679,Master bedroom in Bedstuy,231150375,Olabimpe,Brooklyn,Bedford-Stuyvesant,40.69079,-73.93115,Private room,61,3,23,2020-02-12,1.65,4,352
38185694,Cozy private room in Astoria-Queens,290162581,Juan,Queens,Ditmars Steinway,40.77677,-73.90781,Private room,60,1,23,2020-02-12,3.9,1,229
21745569,Convenient Private and Cozy Environment,158406020,Marvin,Brooklyn,East Flatbush,40.64902,-73.9286,Private room,45,1,22,2020-02-12,0.78,2,365
29495710,Amazing One Bedroom Apartment in Prime Brooklyn,220060177,Alan,Brooklyn,Bushwick,40.69327,-73.90773,Private room,70,3,22,2020-02-12,1.31,3,365
39036944,Canarsie Convenience # 7,275405119,Bazelais,Brooklyn,Canarsie,40.64606,-73.90369,Private room,64,1,21,2020-02-12,3.84,8,357
40176431,BK Lighthouse - Boat Room // 35 min  Manhattan,229861578,Sammy,Brooklyn,Bushwick,40.68307,-73.9063,Private room,41,1,19,2020-02-12,5.23,4,0
5006114,Charming Private Bedroom in 2 Bedroom Apartment,4830078,Wesley William,Brooklyn,Williamsburg,40.708529999999996,-73.95368,Private room,59,3,17,2020-02-12,0.49,1,70
26895166,2018Serenity,202318295,2018Serenity,Manhattan,East Harlem,40.79424,-73.9429,Private room,50,5,16,2020-02-12,0.87,1,82
37005934,Large and naturally lit room in W Village,278217168,Maya,Manhattan,West Village,40.732440000000004,-74.00233,Private room,90,4,13,2020-02-12,1.99,1,42
35166290,Room only for “Females “,264823783,Wada,Manhattan,Harlem,40.819790000000005,-73.95297,Private room,55,7,12,2020-02-12,1.28,2,172
5020842,Private BR in amazing neighborhood,17770322,Nicole,Brooklyn,Carroll Gardens,40.68138,-73.9926,Private room,125,1,10,2020-02-12,0.17,1,210
22972313,RARE 30 FLOOR VIEWS LUXE HUGE  PRIVATE SANITIZED,170271533,Lindsay,Manhattan,Upper East Side,40.77078,-73.95018,Private room,78,1,9,2020-02-12,0.36,2,39
39926962,5 Convenient room by well known Prospect Park,307710129,Winnie,Brooklyn,Flatbush,40.64712,-73.96919,Private room,48,1,4,2020-02-12,0.99,2,56
38704132,Trendy Location ❤️ Private Room with Queen bed!,279648327,Sinan,Manhattan,Chelsea,40.74045,-74.0001,Private room,99,20,3,2020-02-12,0.56,5,258
39970872,HABITACION GRANDE Y MUY COMODA!,308161278,Alex,Bronx,Mount Eden,40.84089,-73.9147,Private room,50,2,3,2020-02-12,0.92,1,215
40859415,One bedroom - Midtown - New York,281378067,Vic,Manhattan,Midtown,40.7562,-73.96856,Private room,100,2,3,2020-02-12,1.17,1,3
35545434,Chelsea Inn Hotel - Guest Room Shared Bathroom,266533448,Chelsea Inn Hotel,Manhattan,Chelsea,40.73966,-73.9953,Private room,300,1,2,2020-02-12,0.76,4,294
37110433,Sunny room in a safe & convenient neighborhood,137358866,Kaz,Queens,Elmhurst,40.742779999999996,-73.87274000000001,Private room,31,30,2,2020-02-12,0.86,136,347
40538432,Brooklyn Plant Palace,8287316,Laura,Brooklyn,Prospect Heights,40.68105,-73.96523,Private room,32,2,1,2020-02-12,0.94,1,0
41739860,Gold Room close to Manhattan,329633745,Sweet,Queens,Ditmars Steinway,40.77511,-73.90685,Private room,40,3,1,2020-02-12,0.94,2,164
41799960,Private Green Room in a quiet neighborhood,330263053,Reginald,Queens,Richmond Hill,40.70118,-73.82802,Private room,40,1,1,2020-02-12,0.94,1,128
41977352,Travelers Bedroom New York City Manhattan!!!,258247777,Claudio,Manhattan,Harlem,40.81488,-73.94434,Private room,100,3,1,2020-02-12,0.94,6,241
1080766,MARCH/APRIL Special Price Times Square,5944682,Maja & Pierre,Manhattan,Theater District,40.759640000000005,-73.98534000000001,Private room,139,2,267,2020-02-11,3.19,1,161
44229,BROOKLYN VICTORIAN STYLE SUITE.....,181376,Carol,Brooklyn,Fort Greene,40.690979999999996,-73.97113,Private room,110,2,231,2020-02-11,2.01,2,349
26333121,Cute Room. Manhattan. 20 min train to Time Square!,197334240,Angelica,Manhattan,Harlem,40.81413,-73.94346,Private room,67,1,128,2020-02-11,6.13,2,38
19197632,Heart Of Queens 2❤️❤️/ Jackson Heights/ Elmhurst,123483050,Andrea,Queens,Elmhurst,40.74709,-73.88075,Private room,85,1,116,2020-02-11,3.5,3,176
24736896,Cozy private bedroom downtown,186680487,Henry D,Manhattan,Two Bridges,40.71094,-73.99305,Private room,97,1,113,2020-02-11,5.16,1,2
18958355,Delightful LIC Brownstone,57643057,Daniel,Queens,Long Island City,40.74617,-73.94645,Private room,71,7,98,2020-02-11,2.88,2,31
14335179,❤ of Greenwich Village ~ Walk/Transit Score 100,1528977,Stephanie,Manhattan,Greenwich Village,40.72915,-74.00106,Private room,115,5,82,2020-02-11,1.88,1,101
20267865,Your home away from home in New York City.,58403098,Nilufer,Queens,Sunnyside,40.73726,-73.92775,Private room,45,2,81,2020-02-11,2.59,3,108
38262046,Comfortable Room for 2 Guests in New York City,77823487,Luisana,Bronx,Norwood,40.87363,-73.88344000000001,Private room,70,1,77,2020-02-11,11.97,2,123
24339196,••Cozy Em’s place••,174492861,Siri,Queens,Jackson Heights,40.749390000000005,-73.88155,Private room,42,2,74,2020-02-11,3.18,2,64
5881122,cozy & bright room in artist's apartment Manhattan,22087408,Dominik,Manhattan,Lower East Side,40.71735,-73.98213,Private room,125,1,64,2020-02-11,1.38,3,310
20286700,Private Room for two w/ Easy commute to City,140057330,Joey,Queens,Elmhurst,40.74211,-73.88835,Private room,55,1,62,2020-02-11,1.97,5,78
2640467,Private Room with a View in Brownstone Brooklyn,1570348,Clare,Brooklyn,Crown Heights,40.67265,-73.9485,Private room,65,2,61,2020-02-11,0.86,1,101
7712750,светлая комната с балконом,40516440,Galina,Brooklyn,Sheepshead Bay,40.58851,-73.9558,Private room,45,4,61,2020-02-11,1.09,1,355
17684354,Cozy Private Bedroom in Pre-War Sunnyside Home,120450688,Christopher,Queens,Sunnyside,40.7484,-73.91306999999999,Private room,95,2,56,2020-02-11,1.53,1,53
28892979,3min subway.2bed 3peoples free parking deluxe room,196058543,美德,Queens,Forest Hills,40.719840000000005,-73.83969,Private room,80,1,54,2020-02-11,3.09,5,133
15250168,Bright Loft Room in a Charming Brooklyn Apartment,24273714,Aracelis,Brooklyn,Williamsburg,40.713809999999995,-73.93903,Private room,85,2,49,2020-02-11,1.17,3,225
35091116,Fully private room & bath near LGA with two bed,264092618,Jma,Queens,East Elmhurst,40.765229999999995,-73.87308,Private room,70,1,48,2020-02-11,4.91,5,75
37970120,PRIVATE CLEAN ROOM IN BAYRIDGE 4,65133288,Sam,Brooklyn,Bay Ridge,40.62334,-74.0225,Private room,40,1,43,2020-02-11,6.62,5,52
24006208,CLEAN & COZY PRIVATE ROOM SHARING APARTMENT QUEENS,53778891,Laura,Queens,Kew Gardens,40.71295,-73.82866999999999,Private room,50,2,42,2020-02-11,1.86,1,133
33995614,Lovely LES/SOHO/Chinatown room can fit 3 people!,71400423,Maria,Manhattan,Lower East Side,40.72139,-73.9896,Private room,123,1,41,2020-02-11,3.87,3,69
21718529,Sunny room in Bushwick loft with skyline views,2793254,Johnny,Brooklyn,Bushwick,40.70466,-73.92043000000001,Private room,100,3,38,2020-02-11,1.61,3,173
33800856,Private 2A Room in 4BR/2BA APT in Hell's Kitchen,137274917,David,Manhattan,Hell's Kitchen,40.76037,-73.99171,Private room,110,1,38,2020-02-11,3.4,12,18
17765198,Neat Room w/ 1 Bed,116746802,Christine,Queens,Bayside,40.75092,-73.75316,Private room,50,7,37,2020-02-11,1.04,5,180
23429109,Your NYC ✨ 2 bedroom Home near Central Park ,97168718,Chloe,Manhattan,Upper West Side,40.78654,-73.97663,Private room,65,5,34,2020-02-11,1.52,2,248
35151658,Sunny Room in Williamsburg Apartment,34667377,Misha,Brooklyn,Williamsburg,40.711240000000004,-73.96069,Private room,75,2,26,2020-02-11,2.77,1,3
33974777,SUNNY ROOM,32167398,Meela,Queens,Astoria,40.75925,-73.92506,Private room,45,1,25,2020-02-11,2.29,6,360
38297651,Modern room in the luxury apartment,253387310,Elena And Michael,Brooklyn,Williamsburg,40.71816,-73.9499,Private room,125,5,24,2020-02-11,3.77,2,321
21326923,Charming Private Bedroom & Bathroom in Flushing,75059797,Christina,Queens,Flushing,40.746520000000004,-73.82873000000001,Private room,60,4,22,2020-02-11,2.53,1,51
3625117,True Classic Brooklyn Artist Loft +360 Roof Deck 6,18260299,Ota,Brooklyn,Bushwick,40.692170000000004,-73.90768,Private room,55,1,19,2020-02-11,0.28,9,10
38048018,Private room near Presbyterian MC and Yeshiva Univ,287433743,Braily,Manhattan,Washington Heights,40.85267,-73.93603,Private room,102,3,19,2020-02-11,2.92,1,223
29206535,Superior One Bedroom Apartment in Prime Brooklyn,220060177,Alan,Brooklyn,Bushwick,40.69471,-73.90687,Private room,75,3,18,2020-02-11,1.1,3,365
38621136,BRONX PRIVATE ROOM with queen size bed,156551602,Carlos,Bronx,Wakefield,40.88824,-73.8551,Private room,55,3,15,2020-02-11,2.78,1,113
29027131,COOL URBAN COMFORT - ARTSY BUSHWICK,200461550,Ben And Madi,Brooklyn,Williamsburg,40.705740000000006,-73.92809,Private room,60,2,14,2020-02-11,0.81,2,198
21635015,Sunny Park View Bedroom in Bushwick,157406894,Patrick,Brooklyn,Bushwick,40.70426,-73.92551,Private room,45,4,13,2020-02-11,0.46,1,0
38643609,(G)Private Affordable Room Easy Transportation,104422493,Steve,Queens,Woodside,40.75148,-73.90384,Private room,50,20,13,2020-02-11,2.41,8,62
39984929,Amazing brick apt mins from Times Square,288624351,Marc,Manhattan,Harlem,40.81644,-73.94107,Private room,80,1,11,2020-02-11,2.82,4,9
40404764,Private room with Manhattan skyline view,312446709,Melissa,Brooklyn,Brooklyn Heights,40.69288,-73.99915,Private room,70,4,10,2020-02-11,3.23,1,274
38731811,Beautiful room in cosy appartement in Brooklyn.,296190695,Djene,Brooklyn,Bedford-Stuyvesant,40.69587,-73.93401,Private room,80,4,6,2020-02-11,1.18,1,358
40420253,Best deal in Queens! Our Cozy Guest Room,312550779,Payton,Queens,Woodside,40.74539,-73.90136,Private room,80,1,4,2020-02-11,1.24,1,33
33430500,Cute room close to M train,66959637,Carmen,Queens,Ridgewood,40.70557,-73.90713000000001,Private room,55,3,3,2020-02-11,0.75,2,348
41874744,Cozy And Enjoyable Room With A Private Bathroom,329414668,Wesley,Brooklyn,Bedford-Stuyvesant,40.6794,-73.91226,Private room,55,1,3,2020-02-11,2.43,5,144
32546557,6 MIN 2 SIUH WALK 2TRAIN MEDSTUDENTS/Drs/TRAVELERS,241676154,Maria,Staten Island,Grant City,40.57938,-74.10817,Private room,35,7,2,2020-02-11,1.71,3,148
41902902,Art Henna House BK,32696750,Natalia,Brooklyn,Bedford-Stuyvesant,40.67664,-73.91196,Private room,43,2,1,2020-02-11,0.91,1,53
42001657,Queens spacious home with a lovely garden patio!,332678360,Gina,Queens,Middle Village,40.71564,-73.87236,Private room,50,2,1,2020-02-11,0.91,1,98
7358801,Luxury Hip Brand New LES ROOM w/ Terrace!,2127057,Nick And Julia,Manhattan,Lower East Side,40.72065,-73.98273,Private room,145,1,174,2020-02-10,3.15,4,144
1112070,Private Room & Bath in Brooklyn!,350702,Autumn,Brooklyn,Crown Heights,40.66773,-73.96144,Private room,95,2,160,2020-02-10,1.91,1,364
12233692,Modern Room in a Duplex Loft,65598016,Ivana And Tami,Brooklyn,Crown Heights,40.66946,-73.95306,Private room,60,2,149,2020-02-10,3.12,2,352
19542512,Artistic Room ★5 Sec. to Subway★ Walk to BR Bridge,137264725,Gulcin,Manhattan,Lower East Side,40.71206,-73.99055,Private room,70,1,149,2020-02-10,4.52,4,172
1881846,Cozy sunny room in the heart of the city,586409,Ahmed,Manhattan,Midtown,40.75375,-73.96556,Private room,150,2,143,2020-02-10,1.87,1,356
225306,Charming room in Victorian home,1112560,Mary,Brooklyn,Bedford-Stuyvesant,40.687490000000004,-73.95494000000001,Private room,79,3,137,2020-02-10,1.33,3,215
7827908,Private Entrance/ Private Bathroom,41201538,Faith,Brooklyn,Bushwick,40.70126,-73.918,Private room,63,2,125,2020-02-10,2.24,1,243
18091187,The Heights,124593127,Miguel,Manhattan,Washington Heights,40.85585,-73.92947,Private room,40,1,124,2020-02-10,3.55,2,339
15160791,Private Room Williamsburg 3 Blocks from L Bedford,96186778,Masahiro,Brooklyn,Williamsburg,40.71865,-73.95875,Private room,75,3,86,2020-02-10,2.05,1,66
3394517,A cozy room in a 3 bedroom apt,17125263,Mario,Manhattan,East Harlem,40.80174,-73.93925,Private room,69,2,85,2020-02-10,1.29,2,317
2036105,Private room  D,10384906,Susan,Brooklyn,Dyker Heights,40.6283,-74.01608,Private room,200,1,72,2020-02-10,0.95,5,136
16779548,Empire Room in Spacious Apartment,24283455,Igam,Brooklyn,Gravesend,40.589059999999996,-73.98245,Private room,35,2,71,2020-02-10,1.89,1,0
26884369,Dazzling Room with 2 Beds+ Laundry in Williamsburg,141204556,Aaron & Ivy,Brooklyn,Williamsburg,40.71013,-73.9637,Private room,109,1,65,2020-02-10,3.23,3,354
25048250,Private Bedroom in large 2 bedroom 1100sf apt,95038818,Miho,Brooklyn,Prospect Heights,40.67757,-73.97017,Private room,75,1,61,2020-02-10,2.74,1,179
19120316,Private Room in Brooklyn - Close to Subway!,132219056,Jason,Brooklyn,Bedford-Stuyvesant,40.69079,-73.93715999999999,Private room,42,1,56,2020-02-10,1.73,3,220
21223569,My Sunny Island Room,135320687,Ladi,Manhattan,Roosevelt Island,40.763009999999994,-73.94959,Private room,85,3,51,2020-02-10,1.72,2,237
30591382,Comfy Room w/ Bunk Bed - Great for Friends!,227679456,Jimmy,Brooklyn,Prospect-Lefferts Gardens,40.66019,-73.9413,Private room,55,1,47,2020-02-10,3.05,7,80
20695930,Artistic Historical Harlem! PrivateRm Quiet Haven!,148124467,Lidia,Manhattan,Harlem,40.8098,-73.9441,Private room,89,5,46,2020-02-10,1.54,1,69
29963810,Beautiful and comfy Private bed/bath in Manhattan!,145252418,Claudio,Manhattan,East Harlem,40.80612,-73.93627,Private room,120,1,46,2020-02-10,3.94,4,364
27192502,Private Bedroom A in Bushwick Minutes from Subways,64680664,Ariel,Brooklyn,Bushwick,40.68991,-73.91179,Private room,50,2,42,2020-02-10,2.25,4,46
8643360,Room in Brownstone close to Subway/ week discount,78353,Guillaume,Brooklyn,Prospect Heights,40.677,-73.97115,Private room,115,2,40,2020-02-10,0.74,3,28
26429962,Modern Apt Cozy Queen-Sized Room (1 min to subway),59982224,Leli,Brooklyn,East New York,40.67502,-73.87276999999999,Private room,80,1,34,2020-02-10,2.65,3,85
33884349,Comfy Bronx home away from home,54136018,Louise,Bronx,Kingsbridge,40.86925,-73.89974000000001,Private room,42,1,33,2020-02-10,3.55,1,14
36265970,Comfortable Brooklyn room close to Manhattan!,242573463,Pedro & Filipe,Brooklyn,Bedford-Stuyvesant,40.69549,-73.9416,Private room,77,1,32,2020-02-10,3.86,5,0
38699887,171810,119692067,Qiulan,Brooklyn,Borough Park,40.64347,-74.00059,Private room,40,1,30,2020-02-10,5.56,18,357
18812046,nice /clean env.10 mins from JFK with free parking,130974654,Joseph,Queens,Cambria Heights,40.68722,-73.73254,Private room,80,5,27,2020-02-10,0.86,2,90
30768300,Manhattan Time Square Private Room,34689714,Maryanna,Manhattan,Hell's Kitchen,40.76448,-73.98631999999999,Private room,99,1,25,2020-02-10,1.65,5,365
35765145,Big comfortable private bedroom in Upper Manhattan,266770733,Eduardo,Manhattan,Inwood,40.85988,-73.92703,Private room,49,2,21,2020-02-10,2.38,1,1
26108336,Large Room Near Times Square-Hudson Yards! - 31C2,190921808,John,Manhattan,Hell's Kitchen,40.75587,-73.99724,Private room,99,1,15,2020-02-10,0.85,49,359
28206135,Bronx ROOM #2 NYC-BEST DEAL,203266238,Steve,Bronx,Morris Park,40.85409,-73.85032,Private room,50,15,14,2020-02-10,0.8,7,28
37811619,Beautiful room in an elegant Brownstone built 1905,68905617,Eric,Brooklyn,Crown Heights,40.670359999999995,-73.93729,Private room,50,1,14,2020-02-10,2.07,15,161
18375021,Huge private room in historic brownstone,3788839,Lorenzo & Alex,Brooklyn,Bedford-Stuyvesant,40.68408,-73.92498,Private room,85,28,11,2020-02-10,0.32,4,265
4688209,Single Private  RM Near Central Park North,15198359,Grace Brigitte,Manhattan,Harlem,40.80225,-73.95353,Private room,80,7,10,2020-02-10,0.16,2,347
39338261,Cozy Private Room in Greenpoint/Williamsburg,302151627,Elena,Brooklyn,Greenpoint,40.73151,-73.95246,Private room,53,1,10,2020-02-10,2.13,1,85
30255663,Room w/ private entrance at convenient location.,58344344,Julie,Brooklyn,Bushwick,40.70098,-73.93911999999999,Private room,55,30,8,2020-02-10,0.55,2,30
40178248,Large Sunny Room in Washington Heights,310229269,Marziyeh,Manhattan,Washington Heights,40.84297,-73.93545999999999,Private room,50,1,8,2020-02-10,2.14,1,0
35580805,Private Bedroom. Artistic Brooklyn Loft. Next to L,893308,Simrit Atma,Brooklyn,Williamsburg,40.70519,-73.93418,Private room,124,2,6,2020-02-10,0.66,4,153
37287073,Private Queen Bed W/ Shared Living Room & Balcony!,257586719,Maggie,Brooklyn,Bath Beach,40.60557,-74.00139,Private room,75,1,6,2020-02-10,0.8,4,162
38166110,Large Manhattan Double Bedroom - Union Square,253707744,Steve,Manhattan,East Village,40.73343,-73.98879000000001,Private room,66,4,6,2020-02-10,1.03,2,244
40339270,House Wilson ( Bedroom #1 ),269045976,Wilson,Brooklyn,Bedford-Stuyvesant,40.68074,-73.91793,Private room,70,3,5,2020-02-10,1.65,2,39
37502544,Renovated Private Room near Myrtle(20mins to city),140057330,Joey,Queens,Ridgewood,40.699659999999994,-73.90386,Private room,60,2,4,2020-02-10,0.92,5,175
41171427,Private sunny bedroom in Midwood,21536998,Alina,Brooklyn,Midwood,40.62233,-73.96056,Private room,50,3,4,2020-02-10,1.82,3,163
39820168,D&A Bushwick Spacious Bedroom # 1,306349662,Ridgewood,Queens,Ridgewood,40.709140000000005,-73.89865,Private room,55,1,3,2020-02-10,1.64,7,355
40396547,420 friendly Beautiful room,312253347,Sunny,Brooklyn,Bedford-Stuyvesant,40.6837,-73.91459,Private room,65,3,3,2020-02-10,1.18,3,75
39233824,Beautifully Modern Private Bedroom in Manhattan,263321325,Ivy,Manhattan,Inwood,40.8611,-73.92853000000001,Private room,84,1,2,2020-02-10,1.43,1,88
40487980,1 Large Modern 3bedroom   Washer/Dryer at Subway,128003444,Adri,Manhattan,Harlem,40.80822,-73.9471,Private room,119,2,2,2020-02-10,0.58,2,78
40621364,Amazing room in Williamsburg!2 blocks from L train,223159606,Moshe,Brooklyn,Williamsburg,40.71465,-73.93692,Private room,58,2,2,2020-02-10,0.66,1,7
41593082,PENTHOUSE APARTMENT IN SOHO TOWNHOUSE,285481439,Tano,Manhattan,SoHo,40.72129,-74.00256,Private room,500,2,2,2020-02-10,1.71,3,356
41669161,Spacious Bright Comfy Room,328865328,Staci,Brooklyn,Prospect-Lefferts Gardens,40.66093,-73.9406,Private room,60,1,2,2020-02-10,1.09,1,161
39762953,❤️Manhattan|PrivateRoom|25 Mins￫TS|Walk Score 97❤️,280500467,Vincent,Manhattan,Harlem,40.8181,-73.93863,Private room,125,2,1,2020-02-10,0.88,10,330
40973192,Private Room in Beautiful home,319110413,Larü,Queens,Glendale,40.703759999999996,-73.878,Private room,30,7,1,2020-02-10,0.88,4,364
41504589,Private Cozy Bedroom 15 minutes from Manhattan,259218257,Lenin,Queens,Sunnyside,40.74245,-73.92741,Private room,60,2,1,2020-02-10,0.88,1,286
41520925,Bedroom in East Williamsburg,172238513,Zackariah,Brooklyn,Bushwick,40.70368,-73.93048,Private room,37,1,1,2020-02-10,0.88,1,0
41839091,Feel right at home in my cozy abode!,330698734,Sandi,Bronx,Wakefield,40.89793,-73.85291,Private room,42,3,1,2020-02-10,0.88,1,364
42022100,Comfy place in Queens NY. ideal for couples,112137754,Max,Queens,East Elmhurst,40.76013,-73.86106,Private room,60,2,1,2020-02-10,0.88,2,364
42580,Parlor Room In Victorian Townhouse,137814,Waldemar,Brooklyn,Clinton Hill,40.688179999999996,-73.96383,Private room,70,2,321,2020-02-09,3.45,3,355
257787,Heart of Williamsburg. Brand New.,1356046,Daniel,Brooklyn,Williamsburg,40.714079999999996,-73.9489,Private room,79,3,269,2020-02-09,2.65,2,157
2051675,Nice modern room by Prospect Park!,4684532,Noel And Patricia,Brooklyn,Flatbush,40.65398,-73.96139000000001,Private room,57,2,219,2020-02-09,2.91,1,276
10016353,Cozy Orchard St. Bedroom in the Lower East Side,16664377,D,Manhattan,Lower East Side,40.71798,-73.99046,Private room,65,1,185,2020-02-09,3.62,4,73
14043849,Comfy private room in Williamsburg's top location!,48100358,Ivan,Brooklyn,Williamsburg,40.70843,-73.9588,Private room,54,1,172,2020-02-09,3.88,3,48
